,序号,股票代码,股票简称,相关,最新价,涨跌幅(%),PE(TTM),PE(静),市净率,PEG值,市销率,市现率,所属行业
31,732,2253,川大智胜,详细  数据  股吧,10.76,-0.55,106.34,96.30,1.69,-,7.86,104.05,软件开发
32,733,2254,泰和新材,详细  数据  股吧,14.59,0.62,10.68,10.34,2.43,0.03,2.22,17.19,化纤行业
33,734,2255,海陆重工,详细  数据  股吧,4.59,-0.86,11.22,8.74,1.18,-,1.48,17.09,电源设备
34,735,2256,兆新股份,详细  数据  股吧,2.61,0.77,-,-,4.16,0.00,15.22,-73.74,电网设备
35,736,2258,利尔化学,详细  数据  股吧,22.8,-0.13,12.17,15.73,3.31,0.12,2.21,11.67,农药兽药
36,737,2259,ST升达,详细  数据  股吧,2.5,1.63,65.83,37.47,16.61,-,1.16,16.85,燃气
37,738,2260,德奥退,详细  数据  股吧,1.22,-9.63,-,-,4.87,0.00,1.2,-5.09,家电行业
38,739,2261,拓维信息,详细  数据  股吧,5.8,0.52,74.94,87.71,2.04,0.88,3.12,43.25,软件开发
39,740,2262,恩华药业,详细  数据  股吧,12.34,0.08,15.19,15.59,2.43,1.67,3.09,17.07,化学制药
40,741,2263,大东南,详细  数据  股吧,2.59,0.39,21.35,20.00,1.81,0.61,2.87,23.89,塑料制品
41,742,2264,新华都,详细  数据  股吧,4.74,-2.27,-,190.84,2.94,7.98,0.68,38.37,商业百货
42,743,2265,西仪股份,详细  数据  股吧,14.28,0.85,554.43,730.09,5.08,-,5.83,50.64,汽车零部件
43,744,2266,浙富控股,详细  数据  股吧,4.32,0.23,10.78,10.03,2.31,0.16,1.55,-26.37,环保行业
44,745,2267,陕天然气,详细  数据  股吧,7.35,-0.14,13.77,19.40,1.19,0.93,0.98,14.31,燃气
45,746,2268,卫士通,详细  数据  股吧,35.09,-0.26,107.68,124.75,5.95,2.52,9.47,33.78,软件开发
46,747,2269,美邦服饰,详细  数据  股吧,1.77,-1.12,-,-,8.01,-,1.92,108.1,纺织服装
47,748,2270,华明装备,详细  数据  股吧,6.93,6.13,14.11,14.90,1.83,0.32,4.03,19.07,电网设备
48,749,2271,东方雨虹,详细  数据  股吧,45.53,1.99,27.15,27.28,4.32,1.06,3.49,67.37,装修建材
49,750,2272,川润股份,详细  数据  股吧,4.57,-0.44,44.52,39.09,1.36,-,1.27,-26.61,工程机械
0,751,2273,水晶光电,详细  数据  股吧,9.97,1.32,30.13,31.36,1.73,-,3.56,22.17,光学光电子
1,752,2274,华昌化工,详细  数据  股吧,8.79,0.23,5.37,5.13,1.83,0.01,0.86,4.91,化肥行业
2,753,2275,桂林三金,详细  数据  股吧,12.48,-1.58,20.12,21.43,2.48,0.64,4.03,18.23,中药
3,754,2276,万马股份,详细  数据  股吧,6.76,1.35,19.86,25.81,1.52,0.81,0.51,144.73,电网设备
4,755,2277,友阿股份,详细  数据  股吧,3.61,-2.17,64.28,38.50,0.76,-,1.96,5.98,商业百货
5,756,2278,神开股份,详细  数据  股吧,4.88,-0.2,65.99,41.32,1.62,0.65,2.44,61.55,专用设备
6,757,2279,久其软件,详细  数据  股吧,4.11,-0.72,-,-,3.94,-,1.0,14.07,软件开发
7,758,2280,联络互动,详细  数据  股吧,3.66,-6.87,-,-,6.21,0.01,0.5,-19.49,软件开发
8,759,2281,光迅科技,详细  数据  股吧,15.58,0.65,18.83,19.21,1.9,1.12,1.63,19.98,通信设备
9,760,2282,博深股份,详细  数据  股吧,7.87,2.21,22.69,18.91,1.23,0.27,2.77,48.1,通用设备
10,761,2283,天润工业,详细  数据  股吧,5.85,1.04,14.40,12.31,1.18,2.47,1.63,7.26,汽车零部件
11,762,2284,亚太股份,详细  数据  股吧,6.75,2.12,94.46,113.42,1.98,1.08,1.34,11.67,汽车零部件
12,763,2285,世联行,详细  数据  股吧,3.41,-4.75,-,-,1.89,-,1.2,6.31,房地产服务
13,764,2286,保龄宝,详细  数据  股吧,9.88,-0.5,15.60,18.23,1.99,0.04,1.28,155.08,食品饮料
14,765,2287,奇正藏药,详细  数据  股吧,24.11,-2.66,18.27,17.86,4.09,0.24,6.91,13.98,中药
15,766,2288,超华科技,详细  数据  股吧,4.85,0.62,68.04,62.86,2.69,0.59,1.81,47.46,电子元件
16,767,2289,宇顺电子,详细  数据  股吧,5.62,9.98,-,-,5.9,-,8.92,-58.09,光学光电子
17,768,2290,禾盛新材,详细  数据  股吧,6.3,-1.1,21.81,19.04,2.81,0.46,0.68,6.7,家电行业
18,769,2291,星期六,详细  数据  股吧,15.03,10.03,-,-,2.41,0.00,4.39,71.11,纺织服装
19,770,2292,奥飞娱乐,详细  数据  股吧,5.01,10.11,-,-,2.32,-,2.81,-48.29,文化传媒
20,771,2293,罗莱生活,详细  数据  股吧,11.96,0.67,14.54,14.06,2.38,0.66,1.75,13.68,纺织服装
21,772,2294,信立泰,详细  数据  股吧,26.05,-1.33,47.14,54.41,3.61,0.02,9.0,23.6,化学制药
22,773,2295,精艺股份,详细  数据  股吧,6.15,-0.49,29.26,26.28,1.19,0.99,0.24,6.64,有色金属
23,774,2296,辉煌科技,详细  数据  股吧,6.06,-0.16,21.25,19.65,1.47,0.50,3.22,10.89,通信设备
24,775,2297,博云新材,详细  数据  股吧,7.01,-1.13,167.26,212.53,1.95,-,7.87,104.02,航天航空
25,776,2298,中电兴发,详细  数据  股吧,6.05,-0.66,19.77,21.77,0.88,-,1.58,-518.08,软件开发
26,777,2299,圣农发展,详细  数据  股吧,17.4,0.46,71.49,48.29,2.2,-,1.47,12.11,农牧饲渔
27,778,2300,太阳电缆,详细  数据  股吧,6.65,-0.6,25.81,27.54,2.55,-,0.37,-63.17,电网设备
28,779,2301,齐心集团,详细  数据  股吧,6.42,4.05,-,-,1.59,-,0.57,32.99,家用轻工
29,780,2302,西部建设,详细  数据  股吧,7.79,-2.5,12.64,11.64,1.15,1.34,0.37,-53.34,水泥建材
30,781,2303,美盈森,详细  数据  股吧,3.17,-0.63,48.41,49.08,1.0,-,1.31,10.57,包装材料
31,782,2304,洋河股份,详细  数据  股吧,158.81,0.83,27.73,31.88,5.04,81.53,8.59,25.63,酿酒行业
32,783,2305,南国置业,详细  数据  股吧,2.78,-4.79,-,-,1.67,0.00,1.35,3.64,房地产开发
33,784,2306,中科云网,详细  数据  股吧,2.86,-2.05,4018.29,506.08,27.11,37.23,11.49,-112.49,旅游酒店
34,785,2307,北新路桥,详细  数据  股吧,5.89,-4.85,124.29,125.41,2.23,41.76,0.57,-19.4,工程建设
35,786,2308,威创股份,详细  数据  股吧,3.48,-1.14,-,-,1.63,0.00,4.44,33.59,计算机设备
36,787,2309,中利集团,详细  数据  股吧,4.46,10.12,-,-,2.27,0.03,0.37,4.12,光伏设备
37,788,2310,东方园林,详细  数据  股吧,2.4,-2.04,-,-,0.62,0.03,0.61,9.08,环保行业
38,789,2311,海大集团,详细  数据  股吧,62.62,-0.21,95.48,65.17,7.04,-,1.15,35.55,农牧饲渔
39,790,2312,川发龙蟒,详细  数据  股吧,10.59,0.47,15.85,18.38,2.62,0.28,2.47,33.53,化肥行业
40,791,2313,*ST日海,详细  数据  股吧,5.84,1.57,-,98.07,0.85,14.36,0.47,4.12,通信设备
41,792,2314,南山控股,详细  数据  股吧,4.69,-5.63,13.61,13.01,1.35,-,1.12,5.85,房地产开发
42,793,2315,焦点科技,详细  数据  股吧,15.2,-4.46,17.54,19.04,2.17,0.40,3.13,9.0,互联网服务
43,794,2316,*ST亚联,详细  数据  股吧,2.49,1.63,-,-,-15.2,-,0.63,11.65,互联网服务
44,795,2317,众生药业,详细  数据  股吧,16.17,-10.02,44.57,47.44,3.67,-,5.29,22.01,中药
45,796,2318,久立特材,详细  数据  股吧,16.0,0.38,18.48,19.69,2.96,6.65,2.6,30.27,钢铁行业
46,797,2319,乐通股份,详细  数据  股吧,14.74,-3.47,-,-,28.79,0.02,7.39,138.77,化学制品
47,798,2320,海峡股份,详细  数据  股吧,5.29,-1.67,47.73,44.35,2.89,8.51,6.11,17.05,航运港口
48,799,2321,*ST华英,详细  数据  股吧,2.47,-2.37,-,-,4.88,0.00,1.69,-11.38,农牧饲渔
49,800,2322,理工能科,详细  数据  股吧,7.93,-0.38,67.17,42.91,1.03,-,2.9,10.57,软件开发
0,801,2323,*ST雅博,详细  数据  股吧,3.47,0.0,-,-,11.52,0.00,40.36,-27.43,装修建材
1,802,2324,普利特,详细  数据  股吧,10.72,0.19,-,457.75,4.14,21.44,2.12,-44.65,塑料制品
2,803,2325,洪涛股份,详细  数据  股吧,2.3,-0.86,-,-,1.17,-,1.46,31.3,装修装饰
3,804,2326,永太科技,详细  数据  股吧,27.67,-0.9,40.62,86.54,6.2,0.29,4.53,27.65,化学制品
4,805,2327,富安娜,详细  数据  股吧,7.95,-0.87,11.80,12.08,1.73,2.12,2.05,8.25,纺织服装
5,806,2328,新朋股份,详细  数据  股吧,5.71,3.44,9.98,11.03,1.48,0.04,0.86,28.72,汽车零部件
6,807,2329,皇氏集团,详细  数据  股吧,4.49,-1.54,-,-,2.16,0.01,1.49,17.9,食品饮料
7,808,2330,得利斯,详细  数据  股吧,7.21,-3.74,85.62,105.09,1.92,1.69,1.55,-240.45,食品饮料
8,809,2331,皖通科技,详细  数据  股吧,6.16,-0.81,-,-,1.37,-,2.42,-42.75,互联网服务
9,810,2332,仙琚制药,详细  数据  股吧,9.2,-1.6,14.38,14.78,1.84,0.64,2.08,14.74,化学制药
10,811,2333,罗普斯金,详细  数据  股吧,4.55,-1.52,99.11,88.24,1.67,6.62,1.95,-12.32,装修建材
11,812,2334,英威腾,详细  数据  股吧,5.18,-0.38,26.86,21.84,2.12,0.88,1.27,41.74,专用设备
12,813,2335,科华数据,详细  数据  股吧,21.58,2.91,22.57,22.71,2.75,1.42,2.04,11.05,电源设备
13,814,2336,人人乐,详细  数据  股吧,5.94,-4.65,-,-,4.82,0.00,0.55,-33.87,商业百货
14,815,2337,赛象科技,详细  数据  股吧,3.34,-1.47,56.94,52.91,1.77,-,3.46,24.38,专用设备
15,816,2338,奥普光电,详细  数据  股吧,15.95,0.13,70.30,71.87,3.91,40.20,7.37,112.46,仪器仪表
16,817,2339,积成电子,详细  数据  股吧,4.88,-0.61,-,-,1.42,-,1.21,22.59,电网设备
17,818,2340,格林美,详细  数据  股吧,7.39,2.64,36.11,38.29,2.43,0.25,1.57,-24.51,能源金属
18,819,2341,新纶新材,详细  数据  股吧,3.25,-1.52,-,-,1.63,-,3.43,78.12,塑料制品
19,820,2342,巨力索具,详细  数据  股吧,4.05,10.05,183.74,162.28,1.56,-,1.6,19.72,通用设备
20,821,2343,慈文传媒,详细  数据  股吧,4.69,-1.88,-,-,2.38,-,2.9,8.7,文化传媒
21,822,2344,海宁皮城,详细  数据  股吧,4.26,-2.07,14.61,16.66,0.67,0.18,3.63,17.49,商业百货
22,823,2345,潮宏基,详细  数据  股吧,4.15,-1.19,10.82,10.51,1.02,0.07,0.77,9.17,珠宝首饰
23,824,2346,柘中股份,详细  数据  股吧,14.66,9.98,14.07,14.46,2.65,0.08,9.1,231.44,电网设备
24,825,2347,泰尔股份,详细  数据  股吧,3.88,-0.26,142.09,107.65,1.46,-,1.79,40.67,通用设备
25,826,2348,高乐股份,详细  数据  股吧,1.98,0.0,-,-,3.11,-,4.5,89.32,家用轻工
26,827,2349,精华制药,详细  数据  股吧,15.32,-6.07,72.99,77.62,5.41,1.40,8.71,43.43,中药
27,828,2350,北京科锐,详细  数据  股吧,5.79,0.7,54.34,28.94,1.71,0.30,1.37,23.05,电网设备
28,829,2351,漫步者,详细  数据  股吧,7.8,0.26,23.72,21.98,3.08,1.82,3.07,18.06,消费电子
29,830,2352,顺丰控股,详细  数据  股吧,49.3,1.27,38.43,56.53,2.93,-,1.06,11.27,物流行业
30,831,2353,杰瑞股份,详细  数据  股吧,35.33,-0.53,22.19,21.34,2.63,-,3.69,63.49,专用设备
31,832,2354,天娱数科,详细  数据  股吧,4.01,-1.47,199.45,156.03,2.48,-,3.37,-124.91,游戏
32,833,2355,兴民智通,详细  数据  股吧,3.91,-0.26,-,-,1.31,0.03,1.96,13.59,汽车零部件
33,834,2356,*ST赫美,详细  数据  股吧,5.29,2.32,7.11,7.71,10.3,-,24.61,-140.71,珠宝首饰
34,835,2357,富临运业,详细  数据  股吧,5.3,-0.19,24.01,24.02,1.23,-,2.33,15.55,铁路公路
35,836,2358,ST森源,详细  数据  股吧,2.82,-1.4,-,-,0.86,-,1.5,3.65,电网设备
36,837,2360,同德化工,详细  数据  股吧,6.44,0.31,22.22,22.49,1.81,-,3.11,17.8,化学制品
37,838,2361,神剑股份,详细  数据  股吧,3.73,-1.32,58.79,43.29,1.5,126.46,1.37,-60.98,塑料制品
38,839,2362,汉王科技,详细  数据  股吧,12.16,-0.49,145.25,54.95,1.97,-,1.94,-32.27,软件开发
39,840,2363,隆基机械,详细  数据  股吧,5.53,3.17,74.99,72.82,1.05,-,1.12,7.71,汽车零部件
40,841,2364,中恒电气,详细  数据  股吧,6.64,-1.19,49.12,41.90,1.6,7.08,2.04,54.33,电源设备
41,842,2365,永安药业,详细  数据  股吧,13.05,4.65,24.95,34.52,2.0,2.96,2.31,23.05,化学制药
42,843,2366,*ST海核,详细  数据  股吧,2.9,-1.02,-,-,-52.6,-,6.62,87.2,电源设备
43,844,2367,康力电梯,详细  数据  股吧,7.54,2.59,15.67,14.83,1.87,-,1.15,29.84,专用设备
44,845,2368,太极股份,详细  数据  股吧,18.08,0.28,28.17,28.09,2.97,23.89,0.97,8.51,互联网服务
45,846,2369,卓翼科技,详细  数据  股吧,3.92,-0.76,-,-,1.93,-,1.01,9.88,消费电子
46,847,2370,亚太药业,详细  数据  股吧,5.11,-2.48,-,-,13.66,-,9.01,-215.79,化学制药
47,848,2371,北方华创,详细  数据  股吧,259.0,6.93,112.76,126.74,7.91,0.90,13.13,-49.97,半导体
48,849,2372,伟星新材,详细  数据  股吧,20.22,-0.39,26.22,26.32,6.4,10.24,4.95,23.43,装修建材
49,850,2373,千方科技,详细  数据  股吧,8.44,-0.35,40.69,18.43,1.09,-,1.36,22.26,互联网服务
0,851,2374,中锐股份,详细  数据  股吧,4.31,-0.23,-,-,2.28,0.01,6.59,56.64,工程建设
1,852,2375,亚厦股份,详细  数据  股吧,5.05,-1.94,-,-,0.89,-,0.56,166.33,装修装饰
2,853,2376,新北洋,详细  数据  股吧,6.49,0.46,50.14,29.16,1.28,-,1.68,-16.39,计算机设备
3,854,2377,国创高新,详细  数据  股吧,3.16,-5.39,-,-,2.8,-,0.89,45.65,房地产服务
4,855,2378,章源钨业,详细  数据  股吧,7.35,2.94,30.33,41.17,3.49,0.07,2.29,40.31,小金属
5,856,2379,宏创控股,详细  数据  股吧,3.11,-1.27,-,-,2.13,-,0.84,-19.06,有色金属
6,857,2380,科远智慧,详细  数据  股吧,9.35,-0.95,68.69,60.28,1.03,-,1.88,-6.31,互联网服务
7,858,2381,双箭股份,详细  数据  股吧,6.0,-0.66,20.00,16.59,1.27,-,1.22,15.03,橡胶制品
8,859,2382,蓝帆医疗,详细  数据  股吧,8.75,-1.02,-,7.62,0.85,1.19,1.41,7.29,医疗器械
9,860,2383,合众思壮,详细  数据  股吧,5.06,-0.2,-,-,2.34,-,1.71,584.57,计算机设备
10,861,2384,东山精密,详细  数据  股吧,16.87,1.44,14.56,15.49,1.93,0.64,0.91,7.7,电子元件
11,862,2385,大北农,详细  数据  股吧,7.41,-2.24,-,-,2.93,-,1.01,51.61,农牧饲渔
12,863,2386,天原股份,详细  数据  股吧,9.79,0.1,11.05,11.92,1.31,0.02,0.42,6.26,化学原料
13,864,2387,维信诺,详细  数据  股吧,5.98,0.0,-,-,0.63,0.00,1.71,19.2,光学光电子
14,865,2388,新亚制程,详细  数据  股吧,4.47,-0.45,43.34,37.77,1.6,-,1.07,55.8,电子元件
15,866,2389,航天彩虹,详细  数据  股吧,16.23,1.5,66.52,71.10,2.06,-,5.15,-148.56,电子元件
16,867,2390,信邦制药,详细  数据  股吧,4.61,-3.76,34.09,34.25,1.4,0.57,1.42,17.62,中药
17,868,2391,长青股份,详细  数据  股吧,6.99,-1.41,16.80,18.39,1.0,0.53,1.16,10.39,农药兽药
18,869,2392,北京利尔,详细  数据  股吧,3.44,-0.86,11.49,10.30,0.87,-,0.84,229.3,装修建材
19,870,2393,力生制药,详细  数据  股吧,20.5,-1.49,29.22,30.63,0.84,0.00,3.49,18.01,化学制药
20,871,2394,联发股份,详细  数据  股吧,7.03,-1.95,13.01,12.71,0.61,-,0.56,39.24,纺织服装
21,872,2395,双象股份,详细  数据  股吧,7.89,-0.75,87.53,41.92,2.35,6.10,1.45,54.54,塑料制品
22,873,2396,星网锐捷,详细  数据  股吧,21.9,0.83,20.25,23.21,2.65,0.78,0.88,31.35,通信设备
23,874,2397,梦洁股份,详细  数据  股吧,3.58,5.92,-,-,1.71,-,1.1,24.26,纺织服装
24,875,2398,垒知集团,详细  数据  股吧,6.45,-2.42,18.20,17.09,1.34,-,0.95,10.82,装修建材
25,876,2399,海普瑞,详细  数据  股吧,15.99,3.16,70.62,97.44,2.02,-,3.35,-54.84,化学制药
26,877,2400,省广集团,详细  数据  股吧,4.63,-3.14,43.70,43.90,1.72,-,0.62,89.67,文化传媒
27,878,2401,中远海科,详细  数据  股吧,7.98,-0.5,18.04,18.94,2.21,-,1.72,16.68,互联网服务
28,879,2402,和而泰,详细  数据  股吧,14.28,0.71,25.25,23.59,3.54,0.64,2.19,52.69,消费电子
29,880,2403,爱仕达,详细  数据  股吧,7.47,-6.62,-,-,1.2,0.05,0.74,15.31,家电行业
30,881,2404,嘉欣丝绸,详细  数据  股吧,5.44,-1.45,18.84,24.04,1.71,-,0.78,-9.98,纺织服装
31,882,2405,四维图新,详细  数据  股吧,12.95,2.53,171.73,251.87,2.51,-,9.72,81.25,软件开发
32,883,2406,远东传动,详细  数据  股吧,4.63,0.87,16.25,12.30,0.87,-,1.73,8.99,汽车零部件
33,884,2407,多氟多,详细  数据  股吧,34.19,3.7,13.80,20.79,4.5,0.00,2.84,11.13,化学制品
34,885,2408,齐翔腾达,详细  数据  股吧,7.3,-0.14,9.09,8.67,1.57,0.06,0.61,10.57,化学制品
35,886,2409,雅克科技,详细  数据  股吧,47.21,2.21,62.12,67.12,3.68,-,5.82,78.11,半导体
36,887,2410,广联达,详细  数据  股吧,47.4,0.83,81.41,85.37,10.23,0.71,9.56,42.13,软件开发
37,888,2411,延安必康,详细  数据  股吧,6.55,0.0,-,-,1.09,-,1.31,-39.81,医药商业
38,889,2412,汉森制药,详细  数据  股吧,6.18,-2.06,22.06,23.06,1.74,0.82,3.44,16.75,中药
39,890,2413,雷科防务,详细  数据  股吧,4.87,0.62,-,-,1.28,-,3.74,-81.31,通信设备
40,891,2414,高德红外,详细  数据  股吧,16.23,1.06,32.17,34.28,4.85,2.96,10.62,42.92,电子元件
41,892,2415,海康威视,详细  数据  股吧,32.19,-1.44,17.95,18.07,4.61,0.67,3.62,28.06,计算机设备
42,893,2416,爱施德,详细  数据  股吧,8.28,2.48,10.63,11.13,1.71,0.35,0.1,-4.28,商业百货
43,894,2417,*ST深南,详细  数据  股吧,2.74,4.98,-,-,5.44,0.00,10.3,-100.41,互联网服务
44,895,2418,康盛股份,详细  数据  股吧,2.94,-0.34,1014.56,89.35,2.23,22.54,1.18,-32.91,家电行业
45,896,2419,天虹股份,详细  数据  股吧,6.79,-3.96,21.18,34.19,1.81,-,0.64,3.73,商业百货
46,897,2420,毅昌科技,详细  数据  股吧,5.95,3.3,41.43,32.08,3.67,3.54,0.67,20.23,家电行业
47,898,2421,达实智能,详细  数据  股吧,2.87,-1.03,-,-,2.19,-,1.74,-6.84,互联网服务
48,899,2422,科伦药业,详细  数据  股吧,17.78,-0.95,20.80,22.99,1.79,0.67,1.44,8.5,化学制药
49,900,2423,中粮资本,详细  数据  股吧,6.49,0.31,18.06,10.90,0.83,0.49,0.78,1.61,多元金融
0,901,2424,贵州百灵,详细  数据  股吧,7.17,-2.32,79.65,81.46,2.53,-,3.27,32.87,中药
1,902,2425,凯撒文化,详细  数据  股吧,5.36,-1.11,-,62.91,1.02,7.70,6.14,19.6,游戏
2,903,2426,胜利精密,详细  数据  股吧,1.77,0.0,-,157.15,1.33,-,1.29,-30.86,通用设备
3,904,2427,*ST尤夫,详细  数据  股吧,7.59,0.8,-,-,-2.17,0.02,1.12,2195.16,化纤行业
4,905,2428,云南锗业,详细  数据  股吧,10.07,0.4,916.63,471.06,4.45,-,11.0,167.84,小金属
5,906,2429,兆驰股份,详细  数据  股吧,3.38,-0.29,72.10,45.95,1.18,-,0.73,5.2,家电行业
6,907,2430,杭氧股份,详细  数据  股吧,28.61,0.03,23.12,23.57,3.66,0.58,2.31,24.94,专用设备
7,908,2431,棕榈股份,详细  数据  股吧,4.87,4.06,-,-,2.0,-,1.7,-35.69,工程建设
8,909,2432,九安医疗,详细  数据  股吧,68.94,-3.2,2.19,36.53,1.93,-,1.39,2.54,医疗器械
9,910,2433,太安堂,详细  数据  股吧,4.88,0.0,-,-,0.65,-,1.66,6.06,中药
10,911,2434,万里扬,详细  数据  股吧,7.01,1.3,-,-,1.71,-,1.71,94.01,汽车零部件
11,912,2435,长江健康,详细  数据  股吧,5.03,-2.9,-,-,1.36,-,1.47,8.09,化学制药
12,913,2436,兴森科技,详细  数据  股吧,9.14,2.24,18.86,21.88,3.46,0.88,2.59,21.22,电子元件
13,914,2437,誉衡药业,详细  数据  股吧,2.51,-1.57,228.60,122.49,2.91,8.41,1.72,33.78,化学制药
14,915,2438,江苏神通,详细  数据  股吧,12.82,0.16,24.92,25.68,2.3,1.52,3.34,40.43,通用设备
15,916,2439,启明星辰,详细  数据  股吧,17.14,-0.52,19.06,18.57,2.41,2.23,3.6,70.22,软件开发
16,917,2440,闰土股份,详细  数据  股吧,8.21,-3.18,10.85,11.30,0.98,1.94,1.65,8.17,化学制品
17,918,2441,众业达,详细  数据  股吧,8.44,0.12,10.43,11.06,1.02,0.13,0.36,-45.54,电网设备
18,919,2442,龙星化工,详细  数据  股吧,4.69,0.21,22.35,13.41,1.51,0.21,0.64,8.94,橡胶制品
19,920,2443,金洲管道,详细  数据  股吧,8.3,-3.38,12.15,11.21,1.39,-,0.6,42.3,钢铁行业
20,921,2444,巨星科技,详细  数据  股吧,18.05,0.95,17.25,16.25,1.92,-,1.75,160.58,通用设备
21,922,2445,中南文化,详细  数据  股吧,2.06,-0.96,209.05,23.78,2.47,17.68,9.98,-84.35,游戏
22,923,2446,盛路通信,详细  数据  股吧,6.53,1.4,-,-,2.04,-,5.38,8404.9,通信设备
23,924,2447,*ST晨鑫,详细  数据  股吧,1.1,0.0,-,-,6.88,0.14,12.5,820.65,游戏
24,925,2448,中原内配,详细  数据  股吧,6.26,2.12,19.93,17.88,1.29,0.48,1.6,17.83,汽车零部件
25,926,2449,国星光电,详细  数据  股吧,6.85,0.74,22.68,20.91,1.12,0.22,1.14,8.2,光学光电子
26,927,2451,摩恩电气,详细  数据  股吧,5.61,-0.36,124.01,191.76,3.27,3.69,2.0,-6.66,电网设备
27,928,2452,长高电新,详细  数据  股吧,5.7,0.18,14.34,14.06,1.67,0.74,2.38,8.19,电网设备
28,929,2453,华软科技,详细  数据  股吧,11.9,3.66,-,-,5.6,-,2.76,49.84,互联网服务
29,930,2454,松芝股份,详细  数据  股吧,5.59,1.27,34.07,31.21,0.95,-,0.86,8.92,汽车零部件
30,931,2455,百川股份,详细  数据  股吧,9.35,1.19,21.20,24.29,2.69,0.06,1.34,20.1,化学制品
31,932,2456,欧菲光,详细  数据  股吧,5.65,1.07,-,-,2.24,0.19,0.92,26.53,光学光电子
32,933,2457,青龙管业,详细  数据  股吧,8.87,-2.42,21.99,20.77,1.36,-,1.19,-34.05,装修建材
33,934,2458,益生股份,详细  数据  股吧,8.38,-0.24,-,292.43,2.89,2.00,4.55,-68.11,农牧饲渔
34,935,2459,晶澳科技,详细  数据  股吧,89.84,6.89,57.17,73.81,8.67,1.21,3.22,51.71,光伏设备
35,936,2460,赣锋锂业,详细  数据  股吧,117.21,8.98,20.36,32.23,6.66,0.03,11.29,42.42,能源金属
36,937,2461,珠江啤酒,详细  数据  股吧,7.55,-0.4,27.30,27.34,1.79,4.00,3.6,26.34,酿酒行业
37,938,2462,嘉事堂,详细  数据  股吧,13.02,-1.51,10.82,10.73,0.96,0.91,0.14,238.96,医药商业
38,939,2463,沪电股份,详细  数据  股吧,14.8,1.93,25.70,26.39,3.76,-,3.7,21.15,电子元件
39,940,2464,*ST众应,详细  数据  股吧,2.09,0.0,1.88,1.88,39.52,-,4.67,8.15,游戏
40,941,2465,海格通信,详细  数据  股吧,9.05,-0.22,31.72,31.91,2.02,2.66,3.76,72.64,通信设备
41,942,2466,天齐锂业,详细  数据  股吧,85.16,5.01,22.25,60.51,7.6,-,10.47,22.56,能源金属
42,943,2467,二六三,详细  数据  股吧,3.76,-1.05,47.47,154.12,2.29,-,5.79,54.23,通信服务
43,944,2468,申通快递,详细  数据  股吧,9.19,0.33,-,-,1.77,0.00,0.52,4.62,物流行业
44,945,2469,三维化学,详细  数据  股吧,5.02,-1.18,8.39,8.63,1.28,10.81,1.13,10.22,工程建设
